account_code,description,reference,remarks,credit,debit,posting_date
445660,PRELEVEMENT SEPA MACIF,,,0,46.67,2025-09-08
623000,PAIEMENT CB SARL CONSULTANT RH,,,0,2501.15,2025-01-30
445660,PAIEMENT CB SARL CONSULTANT RH,,,0,500.23,2025-01-30
631000,PRLV SEPA DGFIP,REF133944,,0,668.73,2024-08-15
530000,RETRAIT CAISSE,,,0,399.35,2024-06-25
741000,VIREMENT RECU SUBVENTION,,,19057.13,0,2025-10-30
445510,VIR SEPA DGFIP TVA,,,0,5013.21,2025-10-21
641000,VIR SEPA SALAIRE JUIN,,,0,3843.04,2025-06-30
408000,FACTURE NON PARVENUE SAS GIRARD,REF492784,FACTURE NON PARVENUE NBE:SAS GIRARD<br />LIB:AVOIR A RECEVOIR,0,422.90,2024-04-29
631000,PRLV SEPA DGFIP,,PRLV SEPA NBE:DGFIP<br />LIB:TAXE APPRENTISSAGE 2024,0,4757.58,2024-04-27
707000,VIR RECU SA CHIMIE FRANCE,,,4988.79,0,2024-04-26
431000,PRLV SEPA URSSAF,,PRLV SEPA NBE:URSSAF<br />LIB:COTISATIONS JANVIER,0,13910.00,2025-01-05
164000,PRELEVEMENT SEPA ECHEANCE EMPRUN,,,0,696.31,2025-02-25
661100,PRELEVEMENT SEPA ECHEANCE EMPRUN,,,0,156.67,2025-02-25
616000,PRELEVEMENT SEPA ECHEANCE EMPRUN,,,0,17.41,2025-02-25
645000,PRLV SEPA URSSAF,,,0,19000.00,2024-02-12
401002,VIR SEPA SARL FOURNIER BTP,,,0,6072.72,2024-11-21
613200,PRELEVEMENT SEPA EURL MERCIER,REF320012,PRLV SEPA NBE:EURL MERCIER<br />LIB:LOYER SEPTEMBRE 2025,0,3507.57,2025-09-02
445660,PRELEVEMENT SEPA EURL MERCIER,REF320012,PRLV SEPA NBE:EURL MERCIER<br />LIB:LOYER SEPTEMBRE 2025,0,701.51,2025-09-02
421000,VIR SEPA SALAIRE MARS,,VIR SEPA<br />LIB:SALAIRE MARS 2025,0,4653.61,2025-03-29
708000,VIR RECU SARL TRANSPORT EXPRESS,,,1525.46,0,2024-08-16
401008,PRLV SEPA SAS BLANC SECURITE,,,0,949.04,2025-05-07
604000,PAIEMENT CB ALLIANZ,,CB ALLIANZ<br />LIB:ACHAT ETUDES PRESTATIONS,0,3573.48,2025-10-29
445660,PAIEMENT CB ALLIANZ,,CB ALLIANZ<br />LIB:ACHAT ETUDES PRESTATIONS,0,714.70,2025-10-29
641000,VIREMENT SEPA SALAIRE FEVRIER,,VIR SEPA<br />LIB:SALAIRE FEVRIER 2024,0,2994.34,2024-02-25
625200,CB SAS MOREAU,,,0,339.10,2024-08-27
445660,CB SAS MOREAU,,,0,67.82,2024-08-27
401008,PRLV SEPA SAS BLANC SECURITE,,,0,3646.05,2024-06-20
408000,FACTURE NON PARVEUE SAS GIRARD,,,0,3955.98,2024-03-03
411001,VIR RECU SCI HENRY SECURITE,,,12000.00,0,2024-08-27
621000,PRLVT SEPA SARL BONNET,REF631623,,0,2749.72,2024-03-16
445660,PRLVT SEPA SARL BONNET,REF631623,,0,549.94,2024-03-16
707000,VIR RECU SARL MODE TEXTILE,,,4292.45,0,2025-02-09
401001,VIREMENT SEPA EURL GAUTHIER LOGI,,,0,11314.59,2025-05-22
707000,VIR RECU SAS TECHNOLOGY PLS,,,11300.00,0,2025-04-26
611000,PRELEVEMENT SEPA SAS MOREAU,,,0,1524.61,2025-08-28
445660,PRELEVEMENT SEPA SAS MOREAU,,,0,304.92,2025-08-28
602000,CB SAS LAMBERT,,CB SAS LAMBERT<br />LIB:ACHAT MATIERES PREMIERES,0,8125.00,2025-10-31
445660,CB SAS LAMBERT,,CB SAS LAMBERT<br />LIB:ACHAT MATIERES PREMIERES,0,1625.00,2025-10-31
741000,VIR RECU SUBVENTION,,,13115.83,0,2024-12-22
403000,VIR SEPA SA GROUPE LEGRAND,,VIR SEPA NPY:SA GROUPE LEGRAND<br />LIB:EFFETS A PAYER,0,22500.00,2024-06-05
421000,VIR SEPA SALAIRE JUIN,,,0,4769.18,2024-06-26
614000,PRLV SEPA SARL PETIT,,,0,392.94,2025-10-31
445660,PRLV SEPA SARL PETIT,,,0,78.59,2025-10-31
601100,CB SARL MARTIN,,,0,612.17,2025-01-26
445660,CB SARL MARTIN,,,0,122.43,2025-01-26
512000,VIR RECU SAS MOREAU,,,13262.35,0,2025-03-25
445710,VIR SEPA DGFIP TVA,,,0,23354.93,2024-07-23
401001,PRELEVEMENT SEPA EURL GAUTHIER L,,,0,12000.00,2025-06-29
512000,FRAIS BANCAIRES,,FRAIS BANCAIRES<br />LIB:FRAIS DE GESTION JUIN,0,200.00,2025-06-17
704000,VIR RECU SAS DIGITAL SERVICES,,,43048.42,0,2024-04-30
601100,CARTE OVH SAS,,,0,206.89,2024-01-30
445660,CARTE OVH SAS,,,0,41.38,2024-01-30
613200,PRLV SEPA EURL BERNARD,,,0,3878.72,2024-06-02
445660,PRLV SEPA EURL BERNARD,,,0,775.75,2024-06-02
205000,VIREMENT SEPA SARL ANDRE,,,0,4858.36,2025-08-23
641100,VIR SEPA SALAIRE AOUT,,VIR SEPA<br />LIB:REMUNERATION AOUT,0,2994.09,2024-08-27
626000,PRLV SEPA SAS GIRARD,REF836204,,0,110.00,2024-06-29
635000,PRLV SEPA DGFIP,,PRLV SEPA NBE:DGFIP<br />LIB:AUTRES IMPOTS 2024,0,4607.55,2024-08-19
624000,CB SAS LAURENT,,,0,391.62,2024-01-25
445660,CB SAS LAURENT,,,0,78.33,2024-01-25
404000,VIREMENT SEPA SA FOURNIER,,,0,40460.00,2024-06-08
411005,VIR RECU SCI ROUSSEL ELECTRICITE,,,36209.46,0,2024-10-27
621000,PRELEVEMENT SEPA SARL BONNET,,,0,4427.63,2025-01-04
445660,PRELEVEMENT SEPA SARL BONNET,,,0,885.53,2025-01-04
512000,VIR RECU SAS MOREAU,,,9278.29,0,2024-01-04
658000,VIR SEPA SAS GIRARD,,,0,1304.57,2025-08-11
641000,VIREMENT SEPA SALAIRE AOUT,,,0,2003.63,2024-08-26
514000,REMISE CHEQUE,,REMISE CHQ N 377942,4680.02,0,2025-08-26
512100,VIR INTERNE,,VIR INTERNE REF:FR63814990<br />LIB:VIREMENT ENTRE COMPTES,0,15167.30,2024-04-26
613200,PRLV SEPA SARL PETIT,,,0,3291.25,2024-06-01
445660,PRLV SEPA SARL PETIT,,,0,658.25,2024-06-01
706000,VIR RECU SA INDUSTRIE NORD,,,13659.06,0,2025-02-27
431000,PRELEVEMENT SEPA URSSAF,,,0,5668.25,2025-02-05
621000,PRLVT SEPA SA LEFEVRE,,,0,6943.98,2024-04-25
445660,PRLVT SEPA SA LEFEVRE,,,0,1388.80,2024-04-25
635000,PRLV SEPA DGFIP,REF186809,PRLV SEPA NBE:DGFIP<br />LIB:AUTRES IMPOTS 2025,0,3557.91,2025-02-28
401004,PRELEVEMENT SEPA SAS GARCIA INDU,,PRLV SEPA CPY:FR45388074 RUM:FR45388074 NBE:SAS GARCIA INDUSTRIE<br />LIB:REGLEMENT FACTURE,0,2212.18,2025-03-31
401003,VIR SEPA SARL GIRARD SECURITE,,,0,1962.56,2024-09-28
411004,VIR RECU SA NOEL IMPRIMERIE,,VIR SEPA NPY:SA NOEL IMPRIMERIE IBE:FR8129201921818324290922311 BIC:SOGEFRPP PDO:FR<br />LIB:REGLEMENT CLIENT FAC2025711,582.34,0,2024-11-02
641000,VIR SEPA SALAIRE JANVIER,REF674134,,0,4000.00,2024-01-29
601100,CB EDF,,CB EDF<br />LIB:ACHAT MARCHANDISES,0,1062.36,2025-07-29
445660,CB EDF,,CB EDF<br />LIB:ACHAT MARCHANDISES,0,212.47,2025-07-29
707000,VIR RECU SAS DIGITAL SERVICES,,VIR SEPA NPY:SAS DIGITAL SERVICES<br />LIB:VENTE MARCHANDISES FAC2024245,17343.21,0,2024-07-19
761000,VIREMENT RECU INTERETS,,,20.27,0,2024-03-29
401008,PRLV SEPA SAS BLANC SECURITE,,PRLV SEPA CPY:FR76442410 RUM:FR76442410 NBE:SAS BLANC SECURITE<br />LIB:REGLEMENT FACTURE,0,12500.00,2025-07-19
401001,PRLV SEPA EURL GAUTHIER LOGISTIQ,REF802793,,0,6685.93,2025-06-05
512100,VIR INTERNE,,VIR INTERNE REF:FR92849406<br />LIB:VIREMENT ENTRE COMPTES,0,98030.68,2024-08-10
580000,VIR INTERNE,,VIR INTERNE<br />LIB:VIREMENT INTERNE,0,7691.41,2025-06-29
625100,CB MAIF,,,0,532.32,2025-06-30
445660,CB MAIF,,,0,106.46,2025-06-30
512100,VIR INTERNE,,,0,32375.19,2025-01-27
404000,VIREMENT SEPA SARL ANDRE,,,0,42711.97,2024-07-31
601100,CB AXA ASSURANCES,,,0,46.00,2025-04-25
445660,CB AXA ASSURANCES,,,0,9.20,2025-04-25
701000,VIREMENT RECU SARL MODE TEXTILE,,,14288.67,0,2025-09-14
631000,PRLV SEPA DGFIP,,,0,3128.57,2025-11-18
612000,PRLV SEPA SAS LAMBERT,,,0,1435.35,2025-12-11
445660,PRLV SEPA SAS LAMBERT,,,0,287.07,2025-12-11
621000,PRLV SEPA SAS DUPONT,,,0,1925.45,2024-03-30
445660,PRLV SEPA SAS DUPONT,,,0,385.09,2024-03-30
601100,PRLVT SEPA SA GROUPE LEGRAND,,,0,1566.81,2025-02-28
445660,PRLVT SEPA SA GROUPE LEGRAND,,,0,313.36,2025-02-28
408000,FACTURE NON PARVENUE SAS GIRARD,,FACTURE NON PARVENUE NBE:SAS GIRARD<br />LIB:AVOIR A RECEVOIR,0,4935.23,2024-09-17
401006,PRELEVEMENT SEPA SAS ROBIN SECUR,,,0,2516.95,2025-09-02
211000,VIREMENT SEPA SARL MARTIN,,,0,99601.95,2025-05-26
625100,CB MAIF,,CB MAIF<br />LIB:FRAIS VOYAGE,0,167.25,2025-09-25
445660,CB MAIF,,CB MAIF<br />LIB:FRAIS VOYAGE,0,33.45,2025-09-25
512000,REMISE CHEQUE,,,5022.13,0,2024-09-28
411003,VIREMENT RECU SARL GIRARD BTP,,VIR SEPA NPY:SARL GIRARD BTP IBE:FR6565717087582511379734835 BIC:AGRIFRPP PDO:FR<br />LIB:REGLEMENT CLIENT FAC2025471,13200.00,0,2024-07-27
606100,CB SAS MOREAU,,,0,53.37,2024-07-16
445660,CB SAS MOREAU,,,0,10.67,2024-07-16
701000,VIREMENT RECU SARL COMMERCE DU S,,,23646.55,0,2024-09-25
621000,PRLV SEPA SAS DUPONT,,PRLV SEPA NBE:SAS DUPONT<br />LIB:PERSONNEL INTERIMAIRE,0,3198.37,2024-03-17
445660,PRLV SEPA SAS DUPONT,,PRLV SEPA NBE:SAS DUPONT<br />LIB:PERSONNEL INTERIMAIRE,0,639.67,2024-03-17
627000,PRLV SEPA ORANGE SA,,PRLV SEPA NBE:ORANGE SA<br />LIB:ABONNEMENT MOBILE,0,42.49,2025-09-30
411001,VIR RECU SCI HENRY SECURITE,,,1348.94,0,2025-08-26
668000,FRAIS FINANCIERS,,,0,241.05,2024-07-29
411001,VIR RECU SCI HENRY SECURITE,,,20182.24,0,2025-05-04
411001,VIR RECU SCI HENRY SECURITE,,VIR SEPA NPY:SCI HENRY SECURITE IBE:DE79571492966369656769 BIC:DEUTDEFF PDO:DE<br />LIB:REGLEMENT CLIENT FAC2024711,21711.19,0,2024-06-11
621000,PRLV SEPA EURL BERNARD,,,0,7583.55,2024-03-14
445660,PRLV SEPA EURL BERNARD,,,0,1516.71,2024-03-14
606100,PRLV SEPA MACIF,,,0,214.52,2024-05-30
445660,PRLV SEPA MACIF,,,0,42.90,2024-05-30
624000,CB SAS LAURENT,,CB SAS LAURENT<br />LIB:TRANSPORT LIVRAISON,0,63.48,2025-05-29
445660,CB SAS LAURENT,,CB SAS LAURENT<br />LIB:TRANSPORT LIVRAISON,0,12.70,2025-05-29
601100,PAIEMENT CB ORANGE SA,,,0,324.76,2024-07-30
445660,PAIEMENT CB ORANGE SA,,,0,64.95,2024-07-30
621000,PRLV SEPA SAS DUPONT,,,0,618.88,2024-03-30
445660,PRLV SEPA SAS DUPONT,,,0,123.78,2024-03-30
431000,PRELEVEMENT SEPA URSSAF,,,0,6096.42,2025-12-08
601100,CARTE SA GROUPE LEGRAND,REF842057,,0,1374.47,2025-11-15
445660,CARTE SA GROUPE LEGRAND,REF842057,,0,274.89,2025-11-15
514000,REMISE CHEQUE,,,4419.95,0,2024-07-31
706000,VIR RCU SA INDUSTRIE NORD,,VIR SEPA NPY:SA INDUSTRIE NORD<br />LIB:PRESTATIONS SERVICES FAC2024171,15912.78,0,2025-01-09
512000,VIR RECU SARL SIMON,REF112652,VIR SEPA NPY:SARL SIMON<br />LIB:VIREMENT RECU,5591.90,0,2024-04-28
706000,VIREMENT RECU EURL DESIGN STUDIO,,,8800.00,0,2024-07-22
512000,VR INTERNE,,,0,44505.72,2024-12-30
613200,PRELEVEMENT SEPA SCI ROUX,,PRLV SEPA NBE:SCI ROUX<br />LIB:LOYER JUILLET 2024,0,3240.42,2024-07-02
445660,PRELEVEMENT SEPA SCI ROUX,,PRLV SEPA NBE:SCI ROUX<br />LIB:LOYER JUILLET 2024,0,648.09,2024-07-02
621000,PRELEVEMENT SEPA EURL BERNARD,REF376033,,0,4184.87,2024-04-01
445660,PRELEVEMENT SEPA EURL BERNARD,REF376033,,0,836.98,2024-04-01
641100,VIREMENT SEPA SALAIRE JUILLET,,VIR SEPA<br />LIB:CONGES PAYES JUILLET 2024,0,1615.20,2024-07-29
641100,VIREMENT SEPA SALAIRE NOVEMBRE,,,0,1740.00,2024-11-30
411006,VIR RECU SARL LEFEVRE CONSEIL,,,38660.68,0,2025-10-24
411006,VIREMENT RECU SARL LEFEVRE CONSE,,VIR SEPA NPY:SARL LEFEVRE CONSEIL IBE:FR9254472416792007230350052 BIC:BNPAFRPP PDO:FR<br />LIB:REGLEMENT CLIENT FAC2025674,13005.09,0,2024-10-30
601100,PRLV SEPA EDF,,,0,5166.67,2025-05-29
445660,PRLV SEPA EDF,,,0,1033.33,2025-05-29
401009,VIR SEPA EURL MERCIER IMMOBILIER,,,0,15388.96,2025-11-27
411006,VIR RECU SARL LEFEVRE CONSEIL,,,4225.27,0,2024-11-25
704000,VIREMENT RECU SA CHIMIE FRANCE,REF636889,,45979.60,0,2025-03-22
401011,VIREMENT SEPA SCI MARCHAND NETTO,REF387448,VIR SEPA REF:FR48028524 NPY:SCI MARCHAND NETTOYAGE<br />LIB:ACOMPTE FOURNISSEUR,0,5229.33,2024-10-14
641000,VIREMENT SEPA SALAIRE AOUT,,,0,2607.39,2024-08-28
645000,PRVT SEPA URSSAF,,,0,2553.42,2025-09-13
411001,VIR RECU SCI HENRY SECURITE,,,6147.37,0,2024-05-09
704000,VIR RECU EURL ARTISAN BOIS,,,31712.11,0,2025-03-29
408000,FACTURE NON PARVENUE SARL SIMON,REF977273,FACTURE NON PARVENUE NBE:SARL SIMON<br />LIB:AVOIR A RECEVOIR,0,2544.20,2024-11-25
601100,PRLV SEPA MAIF,,,0,5833.33,2024-04-21
445660,PRLV SEPA MAIF,,,0,1166.67,2024-04-21
706000,VIR RECU EURL DESIGN STUDIO,,VIR SEPA NPY:EURL DESIGN STUDIO<br />LIB:PRESTATIONS SERVICES FAC2025971,18500.00,0,2025-12-31
401011,PRLVT SEPA SCI MARCHAND NETTOYAG,,,0,5528.93,2025-03-10
611000,PRLV SEPA SAS FAURE,,,0,6229.43,2024-02-02
445660,PRLV SEPA SAS FAURE,,,0,1245.89,2024-02-02
164000,PRLV SEPA ECHEANCE EMPRUNT,,PRLV SEPA<br />LIB:ECHEANCE EMPRUNT FR63853746,0,2400.00,2025-12-14
661100,PRLV SEPA ECHEANCE EMPRUNT,,PRLV SEPA<br />LIB:ECHEANCE EMPRUNT FR63853746,0,540.00,2025-12-14
616000,PRLV SEPA ECHEANCE EMPRUNT,,PRLV SEPA<br />LIB:ECHEANCE EMPRUNT FR63853746,0,60.00,2025-12-14
611000,PRLV SEPA SAS FAURE,,,0,2591.67,2024-06-19
445660,PRLV SEPA SAS FAURE,,,0,518.33,2024-06-19
601100,CB MAIF,,,0,374.52,2025-08-31
445660,CB MAIF,,,0,74.90,2025-08-31
411001,VIR RECU SCI HENRY SECURITE,,,10130.05,0,2025-11-04
401007,PRELEVEMENT SEPA SAS MASSON CONS,,,0,3476.28,2024-10-15
613200,PRLV SEPA EURL BERNARD,REF477897,,0,555.59,2025-11-02
445660,PRLV SEPA EURL BERNARD,REF477897,,0,111.12,2025-11-02
706000,VIR RECU SA GROUPE LEGRAND,,VIR SEPA NPY:SA GROUPE LEGRAND<br />LIB:PRESTATIONS SERVICES FAC2024364,8653.66,0,2024-03-27
601100,CB MAIF,,CB MAIF FACT:FAC2024642<br />LIB:ACHAT FOURNITURES,0,1666.67,2025-03-02
445660,CB MAIF,,CB MAIF FACT:FAC2024642<br />LIB:ACHAT FOURNITURES,0,333.33,2025-03-02
218000,VIREMENT SEPA SA PICARD,,,0,12258.13,2024-05-25
445620,VIREMENT SEPA SA PICARD,,,0,2451.63,2024-05-25
601100,CB MAIF,REF823255,CB MAIF<br />LIB:ACHAT MARCHANDISES,0,2814.27,2025-08-02
445660,CB MAIF,REF823255,CB MAIF<br />LIB:ACHAT MARCHANDISES,0,562.85,2025-08-02
512000,VIR INTERNE,,,0,45697.16,2025-06-14
512000,VIR INTERNE,,VIR INTERNE REF:FR40770370<br />LIB:VIREMENT DE COMPTE A COMPTE,0,9603.68,2025-05-23
611000,PRELEVEMENT SEPA SARL BONNET,,,0,12348.52,2024-04-04
445660,PRELEVEMENT SEPA SARL BONNET,,,0,2469.70,2024-04-04
601100,CB MAF,REF315535,CB MAIF FACT:FAC2024109<br />LIB:ACHAT FOURNITURES,0,211.72,2025-02-06
445660,CB MAF,REF315535,CB MAIF FACT:FAC2024109<br />LIB:ACHAT FOURNITURES,0,42.34,2025-02-06
621000,PRLVT SEPA EURL BERNARD,,,0,6517.83,2024-07-27
445660,PRLVT SEPA EURL BERNARD,,,0,1303.57,2024-07-27
401011,VIREMENT SEPA SCI MARCHAND NETTO,,VIR SEPA REF:FR61050031 NPY:SCI MARCHAND NETTOYAGE<br />LIB:COMMANDE FOURNITURES LCC:BON COMMANDE 500101,0,17496.20,2025-11-26
606100,PRLV SEPA SA FOURNIER,,,0,416.67,2024-03-12
445660,PRLV SEPA SA FOURNIER,,,0,83.33,2024-03-12
419000,VIR RECU SAS LOGISTIQUE PRO,,VIR SEPA NPY:SAS LOGISTIQUE PRO<br />LIB:ACOMPTE CLIENT,17330.00,0,2024-12-28
205000,VIREMENT SEPA SARL MARTIN,,,0,9030.00,2025-06-30
411002,VIR RECUSA GARNIER TRANSPORTS,,VIR SEPA NPY:SA GARNIER TRANSPORTS IBE:BE48861929000308 BIC:GEBABEBB PDO:BE RCN:FAC2024372<br />LIB:REGLEMENT FACTURE FAC2024372,10453.03,0,2025-10-16
613200,PRELEVEMENT SEPA SA FOURNIER,,PRLV SEPA NBE:SA FOURNIER<br />LIB:LOYER JUIN 2025,0,1955.66,2025-06-02
445660,PRELEVEMENT SEPA SA FOURNIER,,PRLV SEPA NBE:SA FOURNIER<br />LIB:LOYER JUIN 2025,0,391.13,2025-06-02
633000,PRLV SEPA DGFIP,,PRLV SEPA NBE:DGFIP<br />LIB:CONTRIBUTION ECONOMIQUE TERRITORIALE,0,3586.22,2025-09-08
627000,PRELEVEMENT SEPA BOUYGUES TELECO,,PRLV SEPA NBE:BOUYGUES TELECOM<br />LIB:ABONNEMENT INTERNET,0,69.30,2024-03-13
641000,VIR SEPA SALAIRE AVRIL,REF826061,,0,2093.58,2024-04-25
707000,VIR RECU SA CHIMIE FRANCE,,,17650.00,0,2025-10-22
704000,VIR RECU SA CHIMIE FRANCE,,VIR SEPA NPY:SA CHIMIE FRANCE<br />LIB:TRAVAUX FAC2025303,43137.57,0,2024-02-29
706000,VIREMENT RECU SA BTP CONSTRUCTIO,REF357120,,14580.00,0,2025-05-26
411005,VIR RECU SCI ROUSSEL ELECTRICITE,,VIR SEPA NPY:SCI ROUSSEL ELECTRICITE IBE:DE59148090265642462589 BIC:DEUTDEFF PDO:DE<br />LIB:REGLEMENT CLIENT FAC2025887,22265.57,0,2025-12-10
641000,VIR SEPA SALAIRE AOUT,,,0,2984.00,2024-08-29
211000,VIR SEPA SARL GAUTIER,,,0,23800.00,2025-05-16
706000,VIR RECU SA GROUPE LEGRAND,,,19000.00,0,2024-10-18
411002,VIR RECU SA GARNIER TRANSPORTS,,,21585.75,0,2025-09-11
645000,PRELEVEMENT SEPA URSSAF,REF389941,,0,18858.92,2024-01-09
707000,VIR RECU SARL MODE TEXTILE,,VIR SEPA NPY:SARL MODE TEXTILE<br />LIB:VENTE MARCHANDISES FAC2024260,9610.08,0,2024-03-02
645000,PRLV SPA URSSAF,,,0,19910.43,2025-03-11
706000,VIR RECU SA GROUPE LEGRAND,,VIR SEPA NPY:SA GROUPE LEGRAND<br />LIB:HONORAIRES OCTOBRE,11029.93,0,2025-10-20
401010,PRELEVEMENT SEPA SAS DAVID CONSE,,,0,4477.90,2024-06-08
641000,VIREMENT SEPA SALAIRE AVRIL,,VIR SEPA<br />LIB:REMUNERATION AVRIL,0,2825.79,2024-04-28
445710,VIR RECU DGFIP,,,663.93,0,2024-10-17
580000,VIR INTERNE,,,0,41782.83,2024-05-15
401002,VIR SEPA SARL FOURNIER BTP,,VIR SEPA REF:FR48490027 NPY:SARL FOURNIER BTP<br />LIB:FACTURE FOURNISSEUR FAC2024598 LC2:ECHEANCE DECEMBRE,0,187.25,2025-12-29
512000,VIR INTERNE,,,0,1000.00,2025-08-27
661000,AGIOS BANCAIRES,,AGIOS BANCAIRES<br />LIB:AGIOS TRIMESTRIELS T2 2024,0,100.98,2024-05-17
641000,VIR SALAIRE JUILLET,,,0,3000.00,2025-07-28
401003,PRLV SEPA SARL GIRARD SECURITE,,,0,2457.22,2025-12-27
707000,VIREMENT RECU SA CHIMIE FRANCE,,,22016.51,0,2025-02-19
601100,PAIEMENT CB SARL AUTIER,REF857273,,0,2710.27,2025-03-29
445660,PAIEMENT CB SARL AUTIER,REF857273,,0,542.06,2025-03-29
631000,PRL SEPA DGFIP,,,0,875.39,2025-07-24
645100,PRELEVEMENT SEPA MUTUELLE,,PRLV SEPA NBE:MUTUELLE<br />LIB:PREVOYANCE SANTE OCTOBRE,0,1683.97,2025-10-17
437000,PRLV SEPA PLE EMPLOI,,,0,6756.78,2024-11-05
641000,VIR SEPA SALAIRE DECEMBRE,,,0,2439.91,2025-12-25
621000,PRLV SEPA SAS DUPONT,,PRLV SEPA NBE:SAS DUPONT<br />LIB:PERSONNEL INTERIMAIRE,0,1280.87,2025-07-02
445660,PRLV SEPA SAS DUPONT,,PRLV SEPA NBE:SAS DUPONT<br />LIB:PERSONNEL INTERIMAIRE,0,256.18,2025-07-02
211000,VIR SEPA SARL GAUTIER,,VIR SEPA NPY:SARL GAUTIER<br />LIB:TERRAIN,0,109876.81,2025-10-01
635000,PRLV SEPA DGFIP,REF846693,,0,342.13,2025-05-25
403000,VIREMENT SEPA SA GROUPE LEGRAND,,,0,1344.54,2025-09-13
411001,VIR RECU SCI HENRY SECURITE,,VIR SEPA NPY:SCI HENRY SECURITE IBE:DE79571492966369656769 BIC:DEUTDEFF PDO:DE<br />LIB:REGLEMENT CLIENT FAC2024428,27000.00,0,2025-07-15
411007,VIREMENT RECU SARL GARCIA DISTRI,,VIR SEPA NPY:SARL GARCIA DISTRIBUTION IBE:FR6177233592743758002949141 BIC:CCBPFRPP PDO:FR RCN:FAC2025986<br />LIB:REGLEMENT FACTURE FAC2025986,14668.56,0,2025-01-01
411001,VIREMENT RECU SCI HENRY SECURITE,,,38723.06,0,2024-08-26
701000,IR RECU SAS TECHNOLOGY PLUS,,VIR SEPA NPY:SAS TECHNOLOGY PLUS<br />LIB:VENTE PRODUITS FINIS FAC2025329,2500.00,0,2024-08-01
641100,VIR SEPA SALAIRE JANVIER,,,0,3570.15,2025-01-27
708000,VIREMENT RECU SARL COMMERCE DU S,,,4315.61,0,2024-05-25
626100,PRLV SEPA SA LEFEVRE,,,0,70.10,2025-03-07
445660,PRLV SEPA SA LEFEVRE,,,0,14.02,2025-03-07
621000,PRLVT SEPA EURL BERNARD,,,0,3328.26,2025-11-25
445660,PRLVT SEPA EURL BERNARD,,,0,665.65,2025-11-25
411001,VIR RECU SCI HENRY SECURITE,,,24534.56,0,2025-12-29
625100,CARTE EURL BERNARD,,CB EURL BERNARD<br />LIB:DEPLACEMENT MISSION,0,49.79,2025-07-28
445660,CARTE EURL BERNARD,,CB EURL BERNARD<br />LIB:DEPLACEMENT MISSION,0,9.96,2025-07-28
707000,VIR RECU SAS DIGITAL SERVICES,,,8920.00,0,2024-03-14
614000,PRLV SEPA SA PICARD,,,0,370.32,2025-03-02
445660,PRLV SEPA SA PICARD,,,0,74.06,2025-03-02
601100,CARTE EDF,,CB EDF<br />LIB:ACHAT MARCHANDISES,0,3700.00,2024-12-07
445660,CARTE EDF,,CB EDF<br />LIB:ACHAT MARCHANDISES,0,740.00,2024-12-07
401001,PRLV SEPA EURL GAUTHIER LOGISTIQ,,,0,4285.76,2024-07-30
623000,CB SAS DUPONT,,,0,4166.67,2025-02-01
445660,CB SAS DUPONT,,,0,833.33,2025-02-01
641000,VIR SEPA SALAIRE AOUT,,,0,2373.47,2024-08-28
408000,FACTURE NON PARVENUE SAS GIRARD,REF111292,,0,250.06,2025-05-08
613200,PRLV SEPA EURL BERNARD,,,0,4131.02,2024-04-04
445660,PRLV SEPA EURL BERNARD,,,0,826.21,2024-04-04
627000,PRLVT SEPA BOUYGUES TELECOM,,PRLV SEPA NBE:BOUYGUES TELECOM<br />LIB:ABONNEMENT INTERNET,0,100.00,2025-07-30
708000,VIR RECU SARL COMMERCE DU SUD,,,3577.09,0,2024-01-05
771000,VIREMENT RECU SA GROUPE LEGRAND,REF278653,,9940.00,0,2024-07-29
514000,REMISE CHEQUE,,REMISE CHQ N 452516,8800.00,0,2024-06-12
445510,VIR SEPA DGFIP TVA,,,0,10000.00,2025-07-23
530000,RETRAIT CAISSE,REF995349,,0,482.16,2025-09-05
411001,VIR RECU SCI HENRY SECURITE,,VIR SEPA NPY:SCI HENRY SECURITE IBE:DE79571492966369656769 BIC:DEUTDEFF PDO:DE RCN:FAC2025109<br />LIB:REGLEMENT FACTURE FAC2025109,16215.58,0,2024-12-21
404000,VIREMENT SEPA SA FOURNIER,,VIR SEPA NPY:SA FOURNIER<br />LIB:ACHAT IMMOBILISATION,0,29783.07,2025-02-19
641000,VIR SEPA SALAIRE MARS,,,0,2014.29,2024-03-30
618000,CB SARL MARTIN,,,0,333.33,2024-11-30
445660,CB SARL MARTIN,,,0,66.67,2024-11-30
401006,PRLV SEPA SAS ROBIN SECURITE,,PRLV SEPA CPY:FR99881929 NBE:SAS ROBIN SECURITE<br />LIB:FACTURE FAC2024767,0,867.59,2025-10-08
606100,PRELEVEMENT SEPA SAS LAMBERT,,PRLV SEPA NBE:SAS LAMBERT<br />LIB:EAU ELECTRICITE,0,546.16,2025-12-31
445660,PRELEVEMENT SEPA SAS LAMBERT,,PRLV SEPA NBE:SAS LAMBERT<br />LIB:EAU ELECTRICITE,0,109.23,2025-12-31
401001,VIR SEPA EURL GAUTHIER LOGISTIQU,,,0,3667.32,2025-03-26
641000,VIREMENT SEPA SALAIRE MAI,,,0,4112.36,2025-05-31
635000,PRLV SEPA DGFIP,,,0,3900.00,2025-10-20
614000,PRLV SEPA EURL BERNARD,,,0,1520.91,2025-05-31
445660,PRLV SEPA EURL BERNARD,,,0,304.18,2025-05-31
